player_id,full_name,position_group,position_code,gp,cluster
8481522,Peyton Krebs,Centers,C,81,1
8481523,Kirby Dach,Centers,C,57,0
8481528,Dylan Cozens,Centers,C,82,0
8481532,Alex Turcotte,Centers,C,68,1
8481533,Trevor Zegras,Centers,C,57,0
8481556,John Beecher,Centers,C,78,0
8481559,Jack Hughes,Centers,C,62,0
8481577,Philip Tomasino,Centers,C,61,0
8481580,Connor McMichael,Centers,C,82,0
8481596,Shane Pinto,Centers,C,70,0
8481618,Alex Newhook,Centers,C,82,0
8481656,Aliaksei Protas,Centers,C,76,0
8481704,Juuso Parssinen,Centers,C,48,0
8481726,Adam Edstrom,Centers,C,51,0
8481754,Nikita Nesterenko,Centers,C,20,0
8482074,Connor Zary,Centers,C,54,1
8482079,Marco Rossi,Centers,C,82,0
8482092,Ridly Greig,Centers,C,78,1
8482093,Seth Jarvis,Centers,C,73,1
8482110,Dawson Mercer,Centers,C,82,0
8482113,Anton Lundell,Centers,C,79,0
8482116,Tim Stützle,Centers,C,82,0
8482145,Mavrik Bourque,Centers,C,73,0
8482149,Cole Perfetti,Centers,C,82,0
8482177,Marat Khusnutdinov,Centers,C,75,0
8482201,Gage Goncalves,Centers,C,60,0
8482259,Bobby McMann,Centers,C,74,1
8482460,Matt Rempe,Centers,C,42,0
8482660,Kent Johnson,Centers,C,68,0
8482665,Matty Beniers,Centers,C,82,0
8482691,Aatu Raty,Centers,C,33,0
8482702,Logan Stankoven,Centers,C,78,0
8482705,Cole Sillinger,Centers,C,66,0
8482726,Samuel Helenius,Centers,C,50,0
8482740,Wyatt Johnston,Centers,C,82,1
8482745,Mason McTavish,Centers,C,76,0
8483431,Logan Cooley,Centers,C,75,0
8483464,Marco Kasper,Centers,C,77,0
8483493,Frank Nazar,Centers,C,53,0
8483505,Matthew Poitras,Centers,C,33,0
8483524,Shane Wright,Centers,C,79,0
8483553,Marc Gatcomb,Centers,C,39,0
8483573,Ethen Frank,Centers,C,24,1
8484136,Max Sasson,Centers,C,29,1
8484144,Connor Bedard,Centers,C,82,0
8484153,Leo Carlsson,Centers,C,76,1
8484166,Adam Fantilli,Centers,C,82,1
8484227,Will Smith,Centers,C,74,1
8484801,Macklin Celebrini,Centers,C,70,1
8470621,Corey Perry,Wings,R,81,1
8471214,Alex Ovechkin,Wings,L,65,0
8471817,Ryan Reaves,Wings,R,35,0
8473422,Nick Foligno,Wings,L,78,0
8473512,Claude Giroux,Wings,R,81,0
8473986,Alex Killorn,Wings,L,82,0
8473994,Jamie Benn,Wings,L,80,0
8474034,Patrick Maroon,Wings,L,68,0
8474037,James van Riemsdyk,Wings,L,71,0
8474102,David Perron,Wings,L,43,0
8474141,Patrick Kane,Wings,R,72,0
8474149,Evgenii Dadonov,Wings,R,80,0
8474157,Max Pacioretty,Wings,L,37,0
8474586,Jordan Eberle,Wings,R,42,0
8474709,Matt Martin,Wings,L,32,0
8474715,Cam Atkinson,Wings,R,39,0
8475149,Marcus Johansson,Wings,L,72,0
8475191,Reilly Smith,Wings,R,79,1
8475193,Tomas Tatar,Wings,L,74,0
8475220,Marcus Foligno,Wings,L,77,1
8475235,Nicolas Deslauriers,Wings,L,31,0
8475287,Erik Haula,Wings,L,69,0
8475314,Anders Lee,Wings,L,82,0
8475692,Mats Zuccarello,Wings,R,69,0
8475722,Jason Zucker,Wings,L,73,0
8475763,Kevin Hayes,Wings,R,64,1
8475765,Vladimir Tarasenko,Wings,R,80,1
8475780,Chris Wagner,Wings,R,28,0
8475786,Zach Hyman,Wings,L,73,0
8475791,Taylor Hall,Wings,L,77,1
8475799,Nino Niederreiter,Wings,R,82,0
8475810,Bryan Rust,Wings,R,71,0
8475848,Brendan Gallagher,Wings,R,82,0
8475913,Mark Stone,Wings,R,66,0
8476292,Ondrej Palat,Wings,L,77,0
8476399,Blake Coleman,Wings,L,82,0
8476438,Brandon Saad,Wings,L,72,0
8476442,Matt Nieto,Wings,L,32,0
8476453,Nikita Kucherov,Wings,R,78,0
8476456,Jonathan Huberdeau,Wings,L,81,0
8476468,J.T. Miller,Wings,L,72,0
8476469,Joel Armia,Wings,R,81,0
8476474,Stefan Noesen,Wings,R,78,1
8476483,Rickard Rakell,Wings,R,81,1
8476624,Barclay Goodrow,Wings,R,77,0
8476858,Phillip Di Giuseppe,Wings,L,20,0
8476871,Tanner Pearson,Wings,L,78,1
8476872,Scott Laughton,Wings,L,80,0
8476880,Tom Wilson,Wings,R,81,0
8476887,Filip Forsberg,Wings,L,82,0
8476918,Jimmy Vesey,Wings,L,43,0
8476921,Jordan Martinook,Wings,L,79,0
8476934,Brock McGinn,Wings,L,26,0
8476981,Josh Anderson,Wings,R,81,0
8477015,Connor Brown,Wings,R,82,0
8477073,Kurtis MacDermid,Wings,L,23,0
8477392,Hudson Fasching,Wings,R,43,0
8477402,Pavel Buchnevich,Wings,L,76,0
8477407,Anthony Duclair,Wings,L,44,0
8477416,Oliver Bjorkstrand,Wings,R,79,0
8477425,Miles Wood,Wings,L,37,0
8477426,Nick Paul,Wings,L,76,0
8477444,Andre Burakovsky,Wings,L,79,0
8477446,Michael McCarron,Wings,R,74,0
8477451,Ryan Hartman,Wings,R,69,1
8477456,J.T. Compher,Wings,L,76,0
8477476,Artturi Lehkonen,Wings,L,69,1
8477478,William Carrier,Wings,L,43,0
8477479,Tyler Bertuzzi,Wings,L,82,0
8477494,Jonathan Drouin,Wings,L,43,0
8477501,Valeri Nichushkin,Wings,R,43,0
8477527,Ross Johnston,Wings,L,43,0
8477573,Nathan Walker,Wings,L,73,0
8477903,Garnet Hathaway,Wings,R,67,0
8477931,Tomas Nosek,Wings,L,59,0
8477939,William Nylander,Wings,R,82,1
8477940,Nikolaj Ehlers,Wings,L,69,1
8477942,Kevin Fiala,Wings,L,81,0
8477944,Jakub Vrana,Wings,L,39,0
8477949,Alex Tuch,Wings,R,82,0
8477953,Kasperi Kapanen,Wings,R,67,0
8477955,Jared McCann,Wings,L,82,0
8477956,David Pastrnak,Wings,R,82,0
8477960,Adrian Kempe,Wings,R,81,1
8477979,Nicolas Aube-Kubel,Wings,R,22,1
8477998,Warren Foegele,Wings,L,82,0
8478020,Michael Amadio,Wings,R,72,0
8478042,Viktor Arvidsson,Wings,L,67,0
8478046,Danton Heinen,Wings,L,79,0
8478047,Michael Bunting,Wings,L,76,1
8478099,Kevin Labanc,Wings,R,34,0
8478109,Victor Olofsson,Wings,R,56,0
8478115,Pierre Engvall,Wings,L,62,0
8478233,Andrew Mangiapane,Wings,L,81,0
8478366,Frank Vatrano,Wings,R,81,0
8478398,Kyle Connor,Wings,L,82,0
8478413,Jordan Greenway,Wings,L,34,0
8478414,Timo Meier,Wings,R,80,1
8478420,Mikko Rantanen,Wings,R,82,0
8478421,A.J. Greer,Wings,L,81,0
8478432,Christian Fischer,Wings,R,46,0
8478434,Keegan Kolesar,Wings,R,82,1
8478439,Travis Konecny,Wings,R,82,0
8478444,Brock Boeser,Wings,R,75,0
8478463,Anthony Beauvillier,Wings,L,81,0
8478466,Daniel Sprong,Wings,R,30,0
8478472,Mathieu Joseph,Wings,R,60,0
8478474,Lawson Crouse,Wings,L,81,0
8478483,Mitch Marner,Wings,R,81,0
8478498,Jake DeBrusk,Wings,L,82,1
8478550,Artemi Panarin,Wings,L,80,0
8478856,Conor Garland,Wings,R,81,0
8478864,Kirill Kaprizov,Wings,L,41,0
8478873,Troy Terry,Wings,R,77,0
8478874,Adam Gaudette,Wings,R,81,0
8478975,Mason Marchment,Wings,L,62,0
8479066,Ryan Lomberg,Wings,L,80,1
8479293,Brandon Tanev,Wings,L,79,0
8479314,Matthew Tkachuk,Wings,L,52,1
8479336,Carl Grundstrom,Wings,R,56,0
8479337,Alex DeBrincat,Wings,R,82,1
8479339,Patrik Laine,Wings,R,52,0
8479344,Jesse Puljujarvi,Wings,R,31,1
8479359,Beck Malenstyn,Wings,L,76,0
8479368,Max Jones,Wings,L,26,0
8479385,Jordan Kyrou,Wings,R,82,1
8479390,Taylor Raddysh,Wings,R,80,0
8479400,Pierre-Luc Dubois,Wings,L,82,0
8479407,Jesper Bratt,Wings,L,81,2
8479414,Nathan Bastian,Wings,R,59,0
8479520,Brandon Duhaime,Wings,R,82,0
8479542,Brandon Hagel,Wings,L,82,0
8479543,Michael Pezzetta,Wings,L,25,0
8479619,Michael Carcone,Wings,L,53,0
8479638,Justin Brazeau,Wings,R,76,0
8479661,Tanner Jeannot,Wings,L,67,0
8479671,Mathieu Olivier,Wings,R,82,0
8479675,Trevor Moore,Wings,L,71,0
8479772,Zack MacEwen,Wings,R,21,0
8479941,Justin Danforth,Wings,R,61,0
8479981,Jonah Gadjovich,Wings,L,42,0
8480009,Eeli Tolvanen,Wings,R,81,1
8480015,Owen Tippett,Wings,R,77,0
8480027,Jason Robertson,Wings,L,82,0
8480074,Alexandre Texier,Wings,L,31,0
8480113,Alex Iafallo,Wings,L,82,0
8480188,Fabian Zetterlund,Wings,L,84,0
8480208,Drake Batherson,Wings,R,82,1
8480220,Noah Cates,Wings,L,78,0
8480281,Alexey Toropchenko,Wings,R,80,0
8480748,Kiefer Sherwood,Wings,L,78,0
8480762,Eric Robinson,Wings,L,82,0
8480789,Oliver Wahlstrom,Wings,R,43,0
8480797,Joel Farabee,Wings,L,81,0
8480801,Brady Tkachuk,Wings,L,72,1
8480830,Andrei Svechnikov,Wings,R,72,2
8480893,Kirill Marchenko,Wings,R,79,0
8480995,Pontus Holmberg,Wings,R,68,0
8481013,Jonatan Berggren,Wings,R,75,0
8481042,Nikolai Kovalenko,Wings,R,57,0
8481043,Cole Koepke,Wings,L,73,0
8481186,Logan O'Connor,Wings,R,80,0
8481517,Brett Leason,Wings,R,62,0
8481535,Nils Hoglander,Wings,L,72,0
8481540,Cole Caufield,Wings,R,82,0
8481553,Bobby Brink,Wings,R,79,1
8481554,Kaapo Kakko,Wings,R,79,1
8481557,Matt Boldy,Wings,L,82,0
8481582,Nicholas Robertson,Wings,L,69,0
8481592,Jakob Pelletier,Wings,L,49,0
8481601,Simon Holmstrom,Wings,R,75,0
8481604,Pavel Dorofeyev,Wings,L,82,0
8481617,Vasily Podkolzin,Wings,R,82,0
8481624,Ilya Mikheyev,Wings,R,80,1
8481641,Joel Kiviranta,Wings,L,79,0
8481655,Cole Schwindt,Wings,R,42,0
8481711,Matias Maccelli,Wings,L,55,0
8481716,Dmitri Voronkov,Wings,L,73,0
8481725,Elmer Soderblom,Wings,L,26,0
8481789,Tye Kartye,Wings,L,63,0
8482055,Drew O'Connor,Wings,L,84,1
8482062,Cole Smith,Wings,L,71,0
8482070,Mitchell Chaffee,Wings,R,66,0
8482077,Dylan Holloway,Wings,L,77,1
8482078,Lucas Raymond,Wings,L,82,0
8482089,Jake Neighbours,Wings,L,82,0
8482097,Jack Quinn,Wings,R,74,0
8482109,Alexis Lafrenière,Wings,L,82,0
8482117,Lukas Reichel,Wings,L,70,0
8482118,Sam Colangelo,Wings,R,32,0
8482124,Quinton Byfield,Wings,R,81,1
8482125,Alexander Holtz,Wings,R,53,0
8482132,Brett Berard,Wings,L,35,0
8482146,Luke Evangelista,Wings,R,68,1
8482155,Alex Laferriere,Wings,R,77,0
8482157,Will Cuylle,Wings,L,82,0
8482159,Tyson Foerster,Wings,R,81,1
8482172,Landon Slaggert,Wings,L,33,0
8482175,JJ Peterka,Wings,R,77,0
8482451,Mikael Pyyhtia,Wings,L,47,0
8482475,Yegor Chinakhov,Wings,R,30,0
8482476,Emil Heineman,Wings,L,62,0
8482652,Walker Duehr,Wings,R,24,0
8482659,Josh Doan,Wings,R,51,0
8482667,William Eklund,Wings,L,77,0
8482679,Matt Coronato,Wings,R,77,0
8482699,Dylan Guenther,Wings,R,70,0
8482713,Mackie Samoskevich,Wings,R,72,0
8482720,Matthew Knies,Wings,L,78,1
8482737,Zack Bolduc,Wings,R,72,0
8482742,Zachary L'Heureux,Wings,L,62,0
8482747,Brennan Othmann,Wings,L,22,0
8482809,Jackson Blake,Wings,R,80,0
8483445,Cutter Gauthier,Wings,L,82,0
8483476,Jonathan Lekkerimäki,Wings,R,24,0
8483499,Liam Ohgren,Wings,L,24,0
8483515,Juraj Slafkovský,Wings,L,79,0
8483808,Andrei Kuzmenko,Wings,L,66,0
8484145,Zach Benson,Wings,L,75,0
8484387,Matvei Michkov,Wings,R,80,0
8484911,Collin Graf,Wings,R,33,0
8484958,Maxim Tsyplakov,Wings,R,77,1
8470600,Ryan Suter,Defence,D,82,1
8470613,Brent Burns,Defence,D,82,1
8471677,Jack Johnson,Defence,D,41,1
8471709,Marc-Edouard Vlasic,Defence,D,27,1
8471724,Kris Letang,Defence,D,74,1
8473446,Erik Johnson,Defence,D,36,2
8473507,Jeff Petry,Defence,D,44,2
8474013,Ian Cole,Defence,D,82,2
8474090,Brendan Smith,Defence,D,32,1
8474151,Ryan McDonagh,Defence,D,82,2
8474166,Alec Martinez,Defence,D,44,1
8474563,Drew Doughty,Defence,D,30,1
8474565,Alex Pietrangelo,Defence,D,71,0
8474567,Zach Bogosian,Defence,D,81,1
8474568,Luke Schenn,Defence,D,76,1
8474574,Tyler Myers,Defence,D,71,1
8474578,Erik Karlsson,Defence,D,82,1
8474590,John Carlson,Defence,D,79,0
8474600,Roman Josi,Defence,D,53,1
8474612,Travis Hamonic,Defence,D,59,1
8474673,TJ Brodie,Defence,D,54,1
8474716,Jared Spurgeon,Defence,D,66,1
8475167,Victor Hedman,Defence,D,79,1
8475171,Oliver Ekman-Larsson,Defence,D,77,1
8475177,Calvin de Haan,Defence,D,47,0
8475179,Dmitry Kulikov,Defence,D,70,1
8475181,Nick Leddy,Defence,D,31,1
8475188,Brayden McNabb,Defence,D,82,2
8475200,Dmitry Orlov,Defence,D,76,1
8475208,Brian Dumoulin,Defence,D,80,2
8475218,Mattias Ekholm,Defence,D,65,0
8475233,David Savard,Defence,D,75,2
8475279,Ben Chiarot,Defence,D,81,1
8475324,Nick Jensen,Defence,D,71,1
8475455,Brenden Dillon,Defence,D,82,1
8475462,Radko Gudas,Defence,D,81,1
8475690,Chris Tanev,Defence,D,75,1
8475718,Justin Holl,Defence,D,73,1
8475750,Jon Merrill,Defence,D,70,1
8475753,Justin Faulk,Defence,D,78,1
8475762,Derek Forbort,Defence,D,54,2
8475764,Cam Fowler,Defence,D,68,1
8476312,Josh Manson,Defence,D,48,2
8476331,Dylan DeMelo,Defence,D,82,1
8476372,Nick Seeler,Defence,D,77,1
8476429,Scott Mayfield,Defence,D,66,1
8476441,Joel Edmundson,Defence,D,73,1
8476457,Adam Larsson,Defence,D,82,1
8476462,Dougie Hamilton,Defence,D,64,1
8476463,Jonas Brodin,Defence,D,50,1
8476467,Jamie Oleksiak,Defence,D,82,1
8476473,Connor Murphy,Defence,D,68,1
8476525,Colin Miller,Defence,D,60,1
8476853,Morgan Rielly,Defence,D,82,1
8476856,Mathew Dumba,Defence,D,63,1
8476869,Brady Skjei,Defence,D,82,1
8476874,Olli Määttä,Defence,D,77,2
8476875,Mike Matheson,Defence,D,80,1
8476879,Cody Ceci,Defence,D,85,1
8476885,Jacob Trouba,Defence,D,77,1
8476891,Matt Grzelcyk,Defence,D,82,1
8476892,Colton Parayko,Defence,D,64,1
8476902,Esa Lindell,Defence,D,80,1
8476906,Shayne Gostisbehere,Defence,D,70,0
8476917,Adam Pelech,Defence,D,60,2
8476923,Damon Severson,Defence,D,70,1
8476931,Jake McCabe,Defence,D,66,1
8476958,Jaccob Slavin,Defence,D,80,1
8476967,Brett Kulak,Defence,D,82,1
8476979,Erik Gustafsson,Defence,D,60,1
8477220,Nate Schmidt,Defence,D,80,2
8477335,Kyle Burroughs,Defence,D,33,1
8477346,MacKenzie Weegar,Defence,D,81,1
8477365,Connor Clifton,Defence,D,73,1
8477369,Carson Soucy,Defence,D,75,1
8477435,Ryan Graves,Defence,D,61,1
8477447,Shea Theodore,Defence,D,67,1
8477488,Brett Pesce,Defence,D,72,1
8477495,Seth Jones,Defence,D,63,0
8477498,Darnell Nurse,Defence,D,76,1
8477499,Rasmus Ristolainen,Defence,D,63,1
8477504,Josh Morrissey,Defence,D,80,1
8477506,Ryan Pulock,Defence,D,74,2
8477507,Nikita Zadorov,Defence,D,81,1
8477810,Joel Hanley,Defence,D,53,1
8477845,Trevor van Riemsdyk,Defence,D,82,1
8477851,Jordan Oesterle,Defence,D,37,1
8477932,Aaron Ekblad,Defence,D,56,0
8477938,Haydn Fleury,Defence,D,39,1
8477948,Travis Sanheim,Defence,D,82,1
8477950,Tony DeAngelo,Defence,D,35,1
8477969,Marcus Pettersson,Defence,D,78,1
8477971,Andreas Englund,Defence,D,35,1
8477986,Brandon Montour,Defence,D,81,0
8478013,Jake Walman,Defence,D,65,1
8478038,Devon Toews,Defence,D,76,1
8478055,Gustav Forsling,Defence,D,80,0
8478136,Jake Middleton,Defence,D,67,1
8478178,Darren Raddysh,Defence,D,73,1
8478396,Noah Hanifin,Defence,D,80,1
8478397,Rasmus Andersson,Defence,D,81,1
8478399,Jonas Siegenthaler,Defence,D,55,1
8478407,Vince Dunn,Defence,D,62,1
8478416,Erik Cernak,Defence,D,76,1
8478443,Brandon Carlo,Defence,D,83,1
8478450,Parker Wotherspoon,Defence,D,55,1
8478454,Noah Juulsen,Defence,D,35,1
8478460,Zach Werenski,Defence,D,81,1
8478468,Jeremy Lauzon,Defence,D,28,1
8478469,Thomas Chabot,Defence,D,80,1
8478500,Ivan Provorov,Defence,D,82,1
8478502,Dennis Gilbert,Defence,D,29,1
8478507,John Marino,Defence,D,35,2
8478840,Will Borgen,Defence,D,84,2
8478851,Alexandre Carrier,Defence,D,79,1
8478854,Ryan Shea,Defence,D,39,1
8478859,Niko Mikkola,Defence,D,76,0
8478882,Vladislav Gavrikov,Defence,D,82,1
8478911,Matt Roy,Defence,D,69,2
8478970,Jalen Chatfield,Defence,D,79,1
8479026,Philippe Myers,Defence,D,36,1
8479323,Adam Fox,Defence,D,74,1
8479324,Ryan Lindgren,Defence,D,72,2
8479325,Charlie McAvoy,Defence,D,50,1
8479345,Jakob Chychrun,Defence,D,74,1
8479369,Andrew Peeke,Defence,D,76,2
8479371,Dante Fabbro,Defence,D,68,1
8479372,Joshua Mahura,Defence,D,64,1
8479378,Logan Stanley,Defence,D,63,1
8479387,Keaton Middleton,Defence,D,41,1
8479395,Dennis Cholowski,Defence,D,39,1
8479398,Samuel Girard,Defence,D,73,1
8479402,Jake Bean,Defence,D,64,1
8479410,Mikhail Sergachev,Defence,D,77,0
8479421,Jacob Moverare,Defence,D,49,1
8479425,Filip Hronek,Defence,D,61,1
8479442,Troy Stecher,Defence,D,66,2
8479576,Vincent Desharnais,Defence,D,51,1
8479976,Juuso Välimäki,Defence,D,43,1
8479980,Nicolas Hague,Defence,D,68,2
8479982,Conor Timmins,Defence,D,68,1
8479983,Mario Ferraro,Defence,D,78,1
8479998,Mikey Anderson,Defence,D,77,1
8480001,Urho Vaakanainen,Defence,D,51,1
8480035,Henri Jokiharju,Defence,D,60,1
8480036,Miro Heiskanen,Defence,D,50,1
8480043,Timothy Liljegren,Defence,D,68,1
8480049,Dylan Samberg,Defence,D,60,2
8480058,P.O Joseph,Defence,D,47,1
8480069,Cale Makar,Defence,D,80,1
8480073,Erik Brannstrom,Defence,D,28,1
8480084,Nick DeSimone,Defence,D,20,0
8480145,Neal Pionk,Defence,D,69,1
8480172,Jan Rutta,Defence,D,54,1
8480192,Johnathan Kovacevic,Defence,D,81,2
8480196,Jacob Bryson,Defence,D,48,1
8480246,Nick Perbix,Defence,D,74,1
8480336,Sean Walker,Defence,D,82,2
8480434,Sean Durzi,Defence,D,30,1
8480727,Zach Whitecloud,Defence,D,74,1
8480796,Martin Fehérváry,Defence,D,81,1
8480800,Quinn Hughes,Defence,D,68,1
8480803,Evan Bouchard,Defence,D,82,0
