All Goalies   Projections Standard Categories
Avail,Player,GGP,W,L,SO,GAA,GA,S,SPct,FPTS,
W ,Jacob Ingham G | LA,0,0,0,0,0.00,0,0,.000,0.00
W ,Zachary Andrews G | CHI,0,0,0,0,0.00,0,0,.000,0.00
W ,Zachary Emond G | NJ,0,0,0,0,0.00,0,0,.000,0.00
W ,Tyler Palmer G | EDM,0,0,0,0,0.00,0,0,.000,0.00
W ,Harri Sateri G | UTA,0,0,0,0,0.00,0,0,.000,0.00
W ,Nikita Tolopilo G | VAN ,0,0,0,0,0.00,0,0,.000,0.00
W ,Olof Lindbom G | NYR,0,0,0,0,0.00,0,0,.000,0.00
W ,Aleksei Kolosov G | PHI,0,0,0,0,0.00,0,0,.000,0.00
W ,Jesper Vikman G | LV,0,0,0,0,0.00,0,0,.000,0.00
W ,Hugo Alnefelt G | TB,0,0,0,0,0.00,0,0,.000,0.00
W ,Felix Sandstrom G | BUF,0,0,0,0,0.00,0,0,.000,0.00
W ,Arseni Radkov G | MON,0,0,0,0,0.00,0,0,.000,0.00
W ,Jake Kielly G | VAN,0,0,0,0,0.00,0,0,.000,0.00
W ,Jakub Skarek G | NYI ,0,0,0,0,0.00,0,0,.000,0.00
W ,Ryan Fanti G | EDM ,0,0,0,0,0.00,0,0,.000,0.00
W ,Ilya Kanarsky G | CHI,0,0,0,0,0.00,0,0,.000,0.00
W ,Evan Gardner G | CLB,0,0,0,0,0.00,0,0,.000,0.00
W ,Yevgeni Prokhorov G | BUF,0,0,0,0,0.00,0,0,.000,0.00
W ,Gage Alexander G | DET,0,0,0,0,0.00,0,0,.000,0.00
W ,Tomas Suchanek G | ANA ,0,0,0,0,0.00,0,0,.000,0.00
W ,Pheonix Copley G | LA ,0,0,0,0,0.00,0,0,.000,0.00
W ,Trenten Bennett G | NJ,0,0,0,0,0.00,0,0,.000,0.00
W ,Magnus Hellberg G | DAL ,0,0,0,0,0.00,0,0,.000,0.00
W ,Kevin Boyle G | DET,0,0,0,0,0.00,0,0,.000,0.00
W ,Pavel Francouz G | COL,0,0,0,0,0.00,0,0,.000,0.00
W ,Braden Holtby G | DAL,0,0,0,0,0.00,0,0,.000,0.00
W ,Adam Huska G | NYR,0,0,0,0,0.00,0,0,.000,0.00
W ,Chris Driedger G | WPG ,0,0,0,0,0.00,0,0,.000,0.00
W ,Nick Chenard G | TOR,0,0,0,0,0.00,0,0,.000,0.00
W ,Vadim Zherenko G | STL ,0,0,0,0,0.00,0,0,.000,0.00
W ,Jon Gillies G | UTA,0,0,0,0,0.00,0,0,.000,0.00
W ,Petteri Rimpinen G | LA,0,0,0,0,0.00,0,0,.000,0.00
W ,Michael McNiven G | OTT,0,0,0,0,0.00,0,0,.000,0.00
W ,Andrei Trofimov G | OTT,0,0,0,0,0.00,0,0,.000,0.00
W ,Alex D'Orio G | PIT,0,0,0,0,0.00,0,0,.000,0.00
W ,Hunter Miska G | COL,0,0,0,0,0.00,0,0,.000,0.00
W ,Dylan Ferguson G | MIN,0,0,0,0,0.00,0,0,.000,0.00
W ,Aleksei Medvedev G | VAN,0,0,0,0,0.00,0,0,.000,0.00
W ,Marcus Hogberg G | NYI,0,0,0,0,0.00,0,0,.000,0.00
W ,David Tendeck G | UTA,0,0,0,0,0.00,0,0,.000,0.00
W ,Remi Poirier G | DAL ,0,0,0,0,0.00,0,0,.000,0.00
W ,Nikita Quapp G | CAR,0,0,0,0,0.00,0,0,.000,0.00
W ,Martin Jones G | TOR,0,0,0,0,0.00,0,0,.000,0.00
W ,Ilya Samsonov G | LV,0,0,0,0,0.00,0,0,.000,0.00
W ,Alexei Melnichuk G | TB,0,0,0,0,0.00,0,0,.000,0.00
W ,Collin Delia G | EDM ,0,0,0,0,0.00,0,0,.000,0.00
W ,Devin Cooley G | CGY,0,0,0,0,0.00,0,0,.000,0.00
W ,Ivan Tkach-Tkachenko G | UTA,0,0,0,0,0.00,0,0,.000,0.00
W ,Brian Eklund G | BOS,0,0,0,0,0.00,0,0,.000,0.00
W ,Mike Smith G | EDM,0,0,0,0,0.00,0,0,.000,0.00
W ,Alex Bishop G | TOR,0,0,0,0,0.00,0,0,.000,0.00
W ,Artur Akhtyamov G | TOR,0,0,0,0,0.00,0,0,.000,0.00
W ,Cole Kehler G | WPG,0,0,0,0,0.00,0,0,.000,0.00
W ,Vasili Demchenko G | MON,0,0,0,0,0.00,0,0,.000,0.00
W ,David Rittich G | NYI ,0,0,0,0,0.00,0,0,.000,0.00
W ,Trey Augustine G | DET,0,0,0,0,0.00,0,0,.000,0.00
W ,Oscar Dansk G | ANA,0,0,0,0,0.00,0,0,.000,0.00
W ,Brian Elliott G | TB,0,0,0,0,0.00,0,0,.000,0.00
W ,Kevin Mandolese G | COL ,0,0,0,0,0.00,0,0,.000,0.00
W ,Ales Stezka G | SEA ,0,0,0,0,0.00,0,0,.000,0.00
W ,Joshua Ravensbergen G | SJ,0,0,0,0,0.00,0,0,.000,0.00
W ,Dustin Tokarski G | CAR,0,0,0,0,0.00,0,0,.000,0.00
W ,Jaxson Stauber G | UTA,0,0,0,0,0.00,0,0,.000,0.00
W ,Yaniv Perets G | CAR ,0,0,0,0,0.00,0,0,.000,0.00
W ,Mikhail Berdin G | WPG,0,0,0,0,0.00,0,0,.000,0.00
W ,Connor Ingram G | UTA ,0,0,0,0,0.00,0,0,.000,0.00
W ,Pyotr Andreyanov G | CLB,0,0,0,0,0.00,0,0,.000,0.00
W ,Alex Stalock G | ANA,0,0,0,0,0.00,0,0,.000,0.00
W ,Devan Dubnyk G | COL,0,0,0,0,0.00,0,0,.000,0.00
W ,Matt Villalta G | UTA,0,0,0,0,0.00,0,0,.000,0.00
W ,Maxime Lagace G | TB,0,0,0,0,0.00,0,0,.000,0.00
W ,Aaron Dell G | LA ,0,0,0,0,0.00,0,0,.000,0.00
W ,Erik Kallgren G | NJ,0,0,0,0,0.00,0,0,.000,0.00
W ,Mack Guzda G | FLA,0,0,0,0,0.00,0,0,.000,0.00
W ,Jakub Milota G | NSH,0,0,0,0,0.00,0,0,.000,0.00
W ,Michael Hrabal G | UTA,0,0,0,0,0.00,0,0,.000,0.00
W ,Andrew Hammond G | FLA,0,0,0,0,0.00,0,0,.000,0.00
W ,Callum Booth G | BOS,0,0,0,0,0.00,0,0,.000,0.00
W ,Hunter Jones G | MIN,0,0,0,0,0.00,0,0,.000,0.00
W ,Michal Pradel G | DET,0,0,0,0,0.00,0,0,.000,0.00
W ,Trent Miner G | COL ,0,0,0,0,0.00,0,0,.000,0.00
W ,Pat Nagle G | DET,0,0,0,0,0.00,0,0,.000,0.00
W ,Mitchell Weeks G | CHI,0,0,0,0,0.00,0,0,.000,0.00
W ,Beck Warm G | CAR,0,0,0,0,0.00,0,0,.000,0.00
W ,Yegor Midlak G | FLA,0,0,0,0,0.00,0,0,.000,0.00
W ,Joe O'Brien G | DAL,0,0,0,0,0.00,0,0,.000,0.00
W ,Samuel Meloche G | BUF,0,0,0,0,0.00,0,0,.000,0.00
W ,Filip Larsson G | PIT,0,0,0,0,0.00,0,0,.000,0.00
W ,Mathis Rousseau G | UTA,0,0,0,0,0.00,0,0,.000,0.00
W ,Isaac Poulter G | NJ ,0,0,0,0,0.00,0,0,.000,0.00
W ,Laurent Brossoit G | CHI ,0,0,0,0,0.00,0,0,.000,0.00
W ,Malcolm Subban G | CLB,0,0,0,0,0.00,0,0,.000,0.00
W ,Kasimir Kaskisuo G | NSH,0,0,0,0,0.00,0,0,.000,0.00
W ,James Reimer G | BUF,0,0,0,0,0.00,0,0,.000,0.00
W ,Scott Ratzlaff G | BUF,0,0,0,0,0.00,0,0,.000,0.00
W ,Matt Murray G | SEA ,0,0,0,0,0.00,0,0,.000,0.00
W ,Matthew Murray G | NSH,0,0,0,0,0.00,0,0,.000,0.00
W ,Lucas Beckman G | OTT,0,0,0,0,0.00,0,0,.000,0.00
W ,Keith Petruzzelli G | TOR,0,0,0,0,0.00,0,0,.000,0.00
W ,Troy Grosenick G | NSH,0,0,0,0,0.00,0,0,.000,0.00
W ,Gabriel D'Aigle G | PIT,0,0,0,0,0.00,0,0,.000,0.00
W ,Cameron Johnson G | CLB,0,0,0,0,0.00,0,0,.000,0.00
W ,Veini Vehvilainen G | TOR,0,0,0,0,0.00,0,0,.000,0.00
W ,Dennis Hildeby G | TOR ,0,0,0,0,0.00,0,0,.000,0.00
W ,Rylan Toth G | VAN,0,0,0,0,0.00,0,0,.000,0.00
W ,Antoine Bibeau G | OTT ,0,0,0,0,0.00,0,0,.000,0.00
W ,Emil Larmi G | PIT,0,0,0,0,0.00,0,0,.000,0.00
W ,Stefanos Lekkas G | BUF,0,0,0,0,0.00,0,0,.000,0.00
W ,Magnus Chrona G | NSH,0,0,0,0,0.00,0,0,.000,0.00
W ,Brandon Bussi G | BOS ,0,0,0,0,0.00,0,0,.000,0.00
W ,Adam Werner G | CGY,0,0,0,0,0.00,0,0,.000,0.00
W ,Ben Bishop G | BUF,0,0,0,0,0.00,0,0,.000,0.00
W ,Dylan Wells G | UTA,0,0,0,0,0.00,0,0,.000,0.00
W ,Dylan Garand G | NYR ,0,0,0,0,0.00,0,0,.000,0.00
W ,Ben Kraws G | DAL ,0,0,0,0,0.00,0,0,.000,0.00
W ,Mads Sogaard G | OTT,0,0,0,0,0.00,0,0,.000,0.00
W ,Anton Khudobin G | DAL ,0,0,0,0,0.00,0,0,.000,0.00
W ,Olle Eriksson Ek G | ANA,0,0,0,0,0.00,0,0,.000,0.00
W ,Matt Berlin G | EDM,0,0,0,0,0.00,0,0,.000,0.00
W ,Reid Cooper G | WAS,0,0,0,0,0.00,0,0,.000,0.00
W ,Gilles Senn G | NJ,0,0,0,0,0.00,0,0,.000,0.00
W ,Cayden Primeau G | CAR ,0,0,0,0,0.00,0,0,.000,0.00
W ,Alexis Cournoyer G | MON,0,0,0,0,0.00,0,0,.000,0.00
W ,Nicolas Daws G | NJ,0,0,0,0,0.00,0,0,.000,0.00
W ,Carl Lindbom G | LV,0,0,0,0,0.00,0,0,.000,0.00
W ,Daniel Salonen G | EDM,0,0,0,0,0.00,0,0,.000,0.00
W ,Gabriel Carriere G | SJ ,0,0,0,0,0.00,0,0,.000,0.00
W ,Ville Husso G | ANA ,0,0,0,0,0.00,0,0,.000,0.00
W ,Jaroslav Halak G | NYR ,0,0,0,0,0.00,0,0,.000,0.00
W ,Filip Lindberg G | PIT ,0,0,0,0,0.00,0,0,.000,0.00
W ,Thomas Hodges G | ANA,0,0,0,0,0.00,0,0,.000,0.00
W ,Burke Hood G | NYI,0,0,0,0,0.00,0,0,.000,0.00
W ,Kaapo Kahkonen G | MON ,0,0,0,0,0.00,0,0,.000,0.00
W ,Dereck Baribeau G | MIN,0,0,0,0,0.00,0,0,.000,0.00
W ,Ty Young G | VAN,0,0,0,0,0.00,0,0,.000,0.00
W ,Zachary Sawchenko G | CLB ,0,0,0,0,0.00,0,0,.000,0.00
W ,Georgi Romanov G | NJ ,0,0,0,0,0.00,0,0,.000,0.00
W ,Christopher Gibson G | DAL,0,0,0,0,0.00,0,0,.000,0.00
W ,Zane McIntyre G | MIN,0,0,0,0,0.00,0,0,.000,0.00
W ,Antti Raanta G | CAR,0,0,0,0,0.00,0,0,.000,0.00
W ,Mikko Koskinen G | EDM,0,0,0,0,0.00,0,0,.000,0.00
W ,Hunter Shepard G | WAS ,0,0,0,0,0.00,0,0,.000,0.00
W ,Francois Brassard G | OTT,0,0,0,0,0.00,0,0,.000,0.00
W ,Spencer Martin G | CAR ,0,0,0,0,0.00,0,0,.000,0.00
W ,Caleb Heil G | TB,0,0,0,0,0.00,0,0,.000,0.00
W ,Carey Price G | SJ ,0,0,0,0,0.00,0,0,.000,0.00
W ,Louis Domingue G | NYR ,0,0,0,0,0.00,0,0,.000,0.00
W ,Samuel Hlavaj G | MIN,0,0,0,0,0.00,0,0,.000,0.00
W ,Calvin Petersen G | MIN ,0,0,0,0,0.00,0,0,.000,0.00
W ,Zach Fucale G | WAS,0,0,0,0,0.00,0,0,.000,0.00
W ,Niklas Kokko G | SEA,0,0,0,0,0.00,0,0,.000,0.00
W ,Love Harenstam G | STL,0,0,0,0,0.00,0,0,.000,0.00
W ,Jack Campbell G | DET,0,0,0,0,0.00,0,0,.000,0.00
W ,Robin Lehner G | LV,0,0,0,0,0.00,0,0,.000,0.00
W ,Mitchell Gibson G | WAS ,0,0,0,0,0.00,0,0,.000,0.00
W ,Cale Morris G | CHI,0,0,0,0,0.00,0,0,.000,0.00
W ,Eetu Makiniemi G | PHI ,0,0,0,0,0.00,0,0,.000,0.00
W ,Roddy Ross G | PHI,0,0,0,0,0.00,0,0,.000,0.00
W ,Philippe Desrosiers G | WPG,0,0,0,0,0.00,0,0,.000,0.00
W ,Sebastian Cossa G | DET,0,0,0,0,0.00,0,0,.000,0.00
W ,Garret Sparks G | LA,0,0,0,0,0.00,0,0,.000,0.00
W ,Evan Fitzpatrick G | TB,0,0,0,0,0.00,0,0,.000,0.00
3sheets Sports Entertainment,Devon Levi G | BUF ,0,0,0,0,0.00,0,0,.000,0.00
W ,Erik Portillo G | LA,0,0,0,0,0.00,0,0,.000,0.00
W ,Elijah Neuenschwander G | ANA,0,0,0,0,0.00,0,0,.000,0.00
W ,Garin Bjorklund G | WAS,0,0,0,0,0.00,0,0,.000,0.00
W ,Arvid Holm G | COL,0,0,0,0,0.00,0,0,.000,0.00
W ,Artyom Zagidulin G | CGY,0,0,0,0,0.00,0,0,.000,0.00
W ,Nathaniel Day G | EDM,0,0,0,0,0.00,0,0,.000,0.00
W ,Joel Blomqvist G | PIT,0,0,0,0,0.00,0,0,.000,0.00
W ,Clay Stevenson G | WAS,0,0,0,0,0.00,0,0,.000,0.00
W ,Ruslan Khazheyev G | CAR,0,0,0,0,0.00,0,0,.000,0.00
W ,Ilya Konovalov G | EDM,0,0,0,0,0.00,0,0,.000,0.00
W ,Calle Clang G | ANA ,0,0,0,0,0.00,0,0,.000,0.00
W ,Michael Houser G | BUF,0,0,0,0,0.00,0,0,.000,0.00
W ,Colten Ellis G | STL,0,0,0,0,0.00,0,0,.000,0.00
W ,J-F Berube G | LA,0,0,0,0,0.00,0,0,.000,0.00
Report Updated as of  9/14/25 12:47 AM EST
